Date,Publisher,Title,Link
6-Mar-21,WCCO |  CBS Minnesota,"COVID In Minnesota: UK Variant Outbreak Linked To Youth Sports In Carver County, Officials Recommend 2-Week Pause - WCCO ",https://news.google.com/__i/rss/rd/articles/CBMimgFodHRwczovL21pbm5lc290YS5jYnNsb2NhbC5jb20vMjAyMS8wMy8wNi9jb3ZpZC1pbi1taW5uZXNvdGEtdWstdmFyaWFudC1vdXRicmVhay1saW5rZWQtdG8teW91dGgtc3BvcnRzLWluLWNhcnZlci1jb3VudHktb2ZmaWNpYWxzLXJlY29tbWVuZC0yLXdlZWstcGF1c2Uv0gGeAWh0dHBzOi8vbWlubmVzb3RhLmNic2xvY2FsLmNvbS8yMDIxLzAzLzA2L2NvdmlkLWluLW1pbm5lc290YS11ay12YXJpYW50LW91dGJyZWFrLWxpbmtlZC10by15b3V0aC1zcG9ydHMtaW4tY2FydmVyLWNvdW50eS1vZmZpY2lhbHMtcmVjb21tZW5kLTItd2Vlay1wYXVzZS9hbXAv?oc=5
6-Mar-21,The Guardian,From Pfizer to Moderna: who's making billions from Covid-19 vaccines? - The Guardian,https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDIxL21hci8wNi9mcm9tLXBmaXplci10by1tb2Rlcm5hLXdob3MtbWFraW5nLWJpbGxpb25zLWZyb20tY292aWQtdmFjY2luZXPSAXBodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vYnVzaW5lc3MvMjAyMS9tYXIvMDYvZnJvbS1wZml6ZXItdG8tbW9kZXJuYS13aG9zLW1ha2luZy1iaWxsaW9ucy1mcm9tLWNvdmlkLXZhY2NpbmVz?oc=5
6-Mar-21,Fox News,"Biden gives premature pat on the back to Democrats on COVID bill, ignores progressives - Fox News",https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2JpZGVuLXNwZWFrcy1hZnRlci1zZW5hdGUtcGFzc2VzLTEtOS10cmlsbGlvbi1jb3JvbmF2aXJ1cy1yZXNjdWUtcGFja2FnZdIBbWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2JpZGVuLXNwZWFrcy1hZnRlci1zZW5hdGUtcGFzc2VzLTEtOS10cmlsbGlvbi1jb3JvbmF2aXJ1cy1yZXNjdWUtcGFja2FnZS5hbXA?oc=5
6-Mar-21,Los Angeles Times,California counties criticize Blue Shield COVID vaccine rollout - Los Angeles Times,https://news.google.com/__i/rss/rd/articles/CBMiigFodHRwczovL3d3dy5sYXRpbWVzLmNvbS9jYWxpZm9ybmlhL3N0b3J5LzIwMjEtMDMtMDYvY2FsaWZvcm5pYS1jb3VudGllcy1jcml0aWNpc20tc3RhdGUtY29udHJhY3QtY292aWQtMTktdmFjY2luZS1kaXN0cmlidXRpb24tYmx1ZS1zaGllbGTSAZQBaHR0cHM6Ly93d3cubGF0aW1lcy5jb20vY2FsaWZvcm5pYS9zdG9yeS8yMDIxLTAzLTA2L2NhbGlmb3JuaWEtY291bnRpZXMtY3JpdGljaXNtLXN0YXRlLWNvbnRyYWN0LWNvdmlkLTE5LXZhY2NpbmUtZGlzdHJpYnV0aW9uLWJsdWUtc2hpZWxkP19hbXA9dHJ1ZQ?oc=5
5-Mar-21,CNBC,"New York lawmakers strip Gov. Cuomo of emergency Covid powers as sexual harassment, death data scandals roil state - CNBC",https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMDMvMDUvbmV3LXlvcmstbGF3bWFrZXJzLW1vdmUtdG8tc3RyaXAtY3VvbW8tb2YtZW1lcmdlbmN5LWNvdmlkLXBvd2Vycy5odG1s0gFpaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjEvMDMvMDUvbmV3LXlvcmstbGF3bWFrZXJzLW1vdmUtdG8tc3RyaXAtY3VvbW8tb2YtZW1lcmdlbmN5LWNvdmlkLXBvd2Vycy5odG1s?oc=5
6-Mar-21,Reuters,Democrats push Biden's $1.9 trillion COVID-19 bill through Senate on party-line vote - Reuters,https://news.google.com/__i/rss/rd/articles/CBMiogFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWhlYWx0aC1jb3JvbmF2aXJ1cy11c2EtY29uZ3Jlc3MvZGVtb2NyYXRzLXB1c2gtYmlkZW5zLTE5LXRyaWxsaW9uLWNvdmlkLTE5LWJpbGwtdGhyb3VnaC1zZW5hdGUtb24tcGFydHktbGluZS12b3RlLWlkVVNLQk4yQVkwN03SATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTS0JOMkFZMDdN?oc=5
6-Mar-21,FOX 5 DC,Senate approves $1.9T COVID-19 relief bill after all-night session - FOX 5 DC,https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zZW5hdG9ycy13b3Jrcy10aHJvdWdoLW5pZ2h0LXdpdGgtcGFuZGVtaWMtcmVsaWVmLW9uLXBhdGgtdG8tcGFzc2FnZdIBZGh0dHBzOi8vd3d3LmZveDVkYy5jb20vbmV3cy9zZW5hdG9ycy13b3Jrcy10aHJvdWdoLW5pZ2h0LXdpdGgtcGFuZGVtaWMtcmVsaWVmLW9uLXBhdGgtdG8tcGFzc2FnZS5hbXA?oc=5
6-Mar-21,Bloomberg,Covid Drug 80 Times More Potent Than Trump's Tested in Italy - Bloomberg,https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTAzLTA2L2NvdmlkLWRydWctODAtdGltZXMtbW9yZS1wb3RlbnQtdGhhbi10cnVtcC1zLWluLXRlc3QtaW4taXRhbHnSAQA?oc=5
6-Mar-21,CNN,Senate passes Biden's $1.9 trillion Covid relief plan after all-night votes - CNN,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8wMy8wNS9wb2xpdGljcy9zZW5hdGUtY292aWQtcmVsaWVmLXZvdGUtYS1yYW1hL2luZGV4Lmh0bWzSAVZodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIxLzAzLzA1L3BvbGl0aWNzL3NlbmF0ZS1jb3ZpZC1yZWxpZWYtdm90ZS1hLXJhbWEvaW5kZXguaHRtbA?oc=5
6-Mar-21,Axios,Why we need to know COVID's origins - Axios,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmF4aW9zLmNvbS9jb3JvbmF2aXJ1cy1vcmlnaW5zLXdoby13dWhhbi1jaGluYS0zOWZmNmU4NS0xOWM2LTQzMzctOGQ4Zi1hMzA3YjQwMDNlM2YuaHRtbNIBY2h0dHBzOi8vd3d3LmF4aW9zLmNvbS9jb3JvbmF2aXJ1cy1vcmlnaW5zLXdoby13dWhhbi1jaGluYS0zOWZmNmU4NS0xOWM2LTQzMzctOGQ4Zi1hMzA3YjQwMDNlM2YuaHRtbA?oc=5
6-Mar-21,kmov.com,Wash U doctors find anti-depressant could help suppress COVID-19 symptoms - kmov.com,https://news.google.com/__i/rss/rd/articles/CBMilQFodHRwczovL3d3dy5rbW92LmNvbS9uZXdzL3dhc2gtdS1kb2N0b3JzLWZpbmQtYW50aS1kZXByZXNzYW50LWNvdWxkLWhlbHAtc3VwcHJlc3MtY292aWQtMTktc3ltcHRvbXMvYXJ0aWNsZV8yZTg4NWIxMC03ZTA0LTExZWItYTQ0Ny01YmE1ZTk5NzdlNDEuaHRtbNIBAA?oc=5
6-Mar-21,The Hill,GOP votes in unison against COVID-19 relief bill ,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3Mvc2VuYXRlLzU0MTk1My1tdXJrb3dza2ktam9pbnMtYWxsLWdvcC1zZW5hdG9ycy12b3RpbmctYWdhaW5zdC1iaWRlbi1jb3ZpZC0xOS1iaWxs0gFyaHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9zZW5hdGUvNTQxOTUzLW11cmtvd3NraS1qb2lucy1hbGwtZ29wLXNlbmF0b3JzLXZvdGluZy1hZ2FpbnN0LWJpZGVuLWNvdmlkLTE5LWJpbGw_YW1w?oc=5
6-Mar-21,BBC News,Covid: Helicopter flew from Salford to Preston for sandwich - BBC News,https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay1lbmdsYW5kLWxhbmNhc2hpcmUtNTYyNzg0NjPSATtodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL3VrLWVuZ2xhbmQtbGFuY2FzaGlyZS01NjI3ODQ2Mw?oc=5
5-Mar-21,FactCheck.org,FactChecking Cruz's Partisan Spin on COVID-19 Bill - FactCheck.org,https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmZhY3RjaGVjay5vcmcvMjAyMS8wMy9mYWN0Y2hlY2tpbmctY3J1enMtcGFydGlzYW4tc3Bpbi1vbi1jb3ZpZC0xOS1iaWxsL9IBAA?oc=5
6-Mar-21,Detroit Free Press,How many people who test positive are asymptomatic? Your COVID-19 questions answered. - Detroit Free Press,https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmZyZWVwLmNvbS9zdG9yeS9uZXdzL2hlYWx0aC8yMDIxLzAzLzA2L2NvdmlkLTE5LWFzeW1wdG9tYXRpYy1xdWVzdGlvbnMtYW5zd2Vycy82ODczMDY0MDAyL9IBJGh0dHBzOi8vYW1wLmZyZWVwLmNvbS9hbXAvNjg3MzA2NDAwMg?oc=5
6-Mar-21,Minneapolis Star Tribune,Number of Minnesotans getting COVID-19 vaccine tops 1 million - Minneapolis Star Tribune,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LnN0YXJ0cmlidW5lLmNvbS8xbS1taW5uZXNvdGFucy1oYXZlLXJlY2VpdmVkLWNvdmlkLTE5LXNob3RzLzYwMDAzMTExNC_SAQA?oc=5
6-Mar-21,KMVT,Highlights of the $1.9T COVID bill nearing final passage - KMVT,https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmttdnQuY29tLzIwMjEvMDMvMDYvaGlnaGxpZ2h0cy13aGF0cy1jaGFuZ2VkLWluLXRoZS1zZW5hdGVzLXZpcnVzLXJlbGllZi1zdGltdWx1cy1jaGVja3MtYmlsbC_SAQA?oc=5
6-Mar-21,KHOU.com,"Hardin, Orange counties open COVID-19 vaccine appointments to anyone - KHOU.com",https://news.google.com/__i/rss/rd/articles/CBMingFodHRwczovL3d3dy5raG91LmNvbS9hcnRpY2xlL25ld3MvaGVhbHRoL2Nvcm9uYXZpcnVzL3ZhY2NpbmUvaGFyZGluLW9yYW5nZS1jb3VudGllcy1jb3ZpZC0xOS12YWNjaW5lLWFwcG9pbnRtZW50cy1hbGwvMjg1LWZhYWViMTYzLWU3OWItNDJlMy1iOGExLWJhNmM4M2JiMzFmMNIBogFodHRwczovL3d3dy5raG91LmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2hlYWx0aC9jb3JvbmF2aXJ1cy92YWNjaW5lL2hhcmRpbi1vcmFuZ2UtY291bnRpZXMtY292aWQtMTktdmFjY2luZS1hcHBvaW50bWVudHMtYWxsLzI4NS1mYWFlYjE2My1lNzliLTQyZTMtYjhhMS1iYTZjODNiYjMxZjA?oc=5
5-Mar-21,Politico,Gig workers could end up losers in Covid relief bill - Politico,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjEvMDMvMDUvZ2lnLXdvcmtlcnMtY29yb25hdmlydXMtcmVsaWVmLWJpbGwtbG9zZXJzLTQ3MzkwMtIBXmh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9hbXAvbmV3cy8yMDIxLzAzLzA1L2dpZy13b3JrZXJzLWNvcm9uYXZpcnVzLXJlbGllZi1iaWxsLWxvc2Vycy00NzM5MDI?oc=5
5-Mar-21,WBAY,Wisconsin health officials confirm South Africa COVID-19 variant - WBAY,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjEvMDMvMDUvd2lzY29uc2luLWhlYWx0aC1vZmZpY2lhbHMtY29uZmlybS1zb3V0aC1hZnJpY2EtY292aWQtMTktdmFyaWFudC_SAQA?oc=5
6-Mar-21,Vox,"Covid-19 stimulus bill: Joe Manchin is a winner, $15 minimum wage a loser - Vox",https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LnZveC5jb20vcG9saWN5LWFuZC1wb2xpdGljcy8yMDIxLzMvNi8yMjMxMzQ2Ni9jb3ZpZC1zdGltdWx1cy1wYWNrYWdlLXBhc3Nlcy11bmVtcGxveW1lbnTSAXFodHRwczovL3d3dy52b3guY29tL3BsYXRmb3JtL2FtcC9wb2xpY3ktYW5kLXBvbGl0aWNzLzIwMjEvMy82LzIyMzEzNDY2L2NvdmlkLXN0aW11bHVzLXBhY2thZ2UtcGFzc2VzLXVuZW1wbG95bWVudA?oc=5
5-Mar-21,The Denver Post,“People were stopping to stare”: First Coloradan who tested positive for COVID-19 tells her story - The Denver Post,https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmRlbnZlcnBvc3QuY29tLzIwMjEvMDMvMDUvZmlyc3QtY29sb3JhZGFuLWNvdmlkLXN0b3J5LW9uZS15ZWFyL9IBT2h0dHBzOi8vd3d3LmRlbnZlcnBvc3QuY29tLzIwMjEvMDMvMDUvZmlyc3QtY29sb3JhZGFuLWNvdmlkLXN0b3J5LW9uZS15ZWFyL2FtcC8?oc=5
6-Mar-21,KXAN.com,Providers in Central Texas receiving COVID-19 vaccine doses next week - KXAN.com,https://news.google.com/__i/rss/rd/articles/CBMikgFodHRwczovL3d3dy5reGFuLmNvbS90ZXhhcy1jb3JvbmF2aXJ1cy12YWNjaW5lLzFtLWZpcnN0LWRvc2VzLWFsbG9jYXRlZC1mb3ItdGV4YXMtbmV4dC13ZWVrLXRyYXZpcy1jb3VudHktdG8tZ2V0LTQ5ay13aWxsaWFtc29uLWNvdW50eS10by1nZXQtMjJrL9IBlgFodHRwczovL3d3dy5reGFuLmNvbS90ZXhhcy1jb3JvbmF2aXJ1cy12YWNjaW5lLzFtLWZpcnN0LWRvc2VzLWFsbG9jYXRlZC1mb3ItdGV4YXMtbmV4dC13ZWVrLXRyYXZpcy1jb3VudHktdG8tZ2V0LTQ5ay13aWxsaWFtc29uLWNvdW50eS10by1nZXQtMjJrL2FtcC8?oc=5
6-Mar-21,WFTV Orlando,"Stimulus update: Senate passes COVID-19 relief bill with $1,400 checks, scaled-back unemployment - WFTV Orlando",https://news.google.com/__i/rss/rd/articles/CBMimwFodHRwczovL3d3dy53ZnR2LmNvbS9uZXdzL3RyZW5kaW5nL3N0aW11bHVzLXVwZGF0ZS1zZW5hdGUtcGFzc2VzLWNvdmlkLTE5LXJlbGllZi1iaWxsLXdpdGgtMTQwMC1jaGVja3Mtc2NhbGVkLWJhY2stdW5lbXBsb3ltZW50L0I2TFoyUkpDVEJDWjNMWUQzUEpBNzNBSU1VL9IBqgFodHRwczovL3d3dy53ZnR2LmNvbS9uZXdzL3RyZW5kaW5nL3N0aW11bHVzLXVwZGF0ZS1zZW5hdGUtcGFzc2VzLWNvdmlkLTE5LXJlbGllZi1iaWxsLXdpdGgtMTQwMC1jaGVja3Mtc2NhbGVkLWJhY2stdW5lbXBsb3ltZW50L0I2TFoyUkpDVEJDWjNMWUQzUEpBNzNBSU1VLz9vdXRwdXRUeXBlPWFtcA?oc=5
6-Mar-21,Spectrum News NY1,State COVID-19 Hospitalizations Lowest Since December 7 - Spectrum News NY1,https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3Lm55MS5jb20vbnljL2Jyb29rbHluL2Nvcm9uYXZpcnVzLzIwMjEvMDMvMDYvc3RhdGUtY292aWQtMTktaG9zcGl0YWxpemF0aW9ucy1sb3dlc3Qtc2luY2UtZGVjZW1iZXItN9IBAA?oc=5
5-Mar-21,The Associated Press,Jump in hiring fuels optimism for US economic recovery - The Associated Press,https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3RlY2hub2xvZ3ktdXMtbmV3cy1jb3JvbmF2aXJ1cy1wYW5kZW1pYy1lY29ub215LTNmNjE0NjkyMzU5Y2YzY2M2MmMxN2Q4NDc5YTY1MzY20gEA?oc=5
6-Mar-21,WDSU New Orleans,700 COVID-19 vaccines available at Shrine on Airline event this weekend - WDSU New Orleans,https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3Lndkc3UuY29tL2FydGljbGUvMS00MDAtY292aWQtMTktdmFjY2luZXMtYXZhaWxhYmxlLWF0LXNocmluZS1vbi1haXJsaW5lLWV2ZW50LXRoaXMtd2Vla2VuZC8zNTc0Mzk3NdIBc2h0dHBzOi8vd3d3Lndkc3UuY29tL2FtcC9hcnRpY2xlLzEtNDAwLWNvdmlkLTE5LXZhY2NpbmVzLWF2YWlsYWJsZS1hdC1zaHJpbmUtb24tYWlybGluZS1ldmVudC10aGlzLXdlZWtlbmQvMzU3NDM5NzU?oc=5
4-Mar-21,KSAT San Antonio,San Antonio couple hopeful to travel again one year after the coronavirus crashed their cruise - KSAT San Antonio,https://news.google.com/__i/rss/rd/articles/CBMiigFodHRwczovL3d3dy5rc2F0LmNvbS9uZXdzL2xvY2FsLzIwMjEvMDMvMDQvc2FuLWFudG9uaW8tY291cGxlLWhvcGVmdWwtdG8tdHJhdmVsLWFnYWluLW9uZS15ZWFyLWFmdGVyLXRoZS1jb3JvbmF2aXJ1cy1jcmFzaGVkLXRoZWlyLWNydWlzZS_SAZkBaHR0cHM6Ly93d3cua3NhdC5jb20vbmV3cy9sb2NhbC8yMDIxLzAzLzA0L3Nhbi1hbnRvbmlvLWNvdXBsZS1ob3BlZnVsLXRvLXRyYXZlbC1hZ2Fpbi1vbmUteWVhci1hZnRlci10aGUtY29yb25hdmlydXMtY3Jhc2hlZC10aGVpci1jcnVpc2UvP291dHB1dFR5cGU9YW1w?oc=5
6-Mar-21,New York Post,"One year on, NYC still has no clear ideas for a COVID-19 memorial - New York Post",https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vbnlwb3N0LmNvbS8yMDIxLzAzLzA2L255Yy1zdGlsbC1oYXMtbm8taWRlYXMtZm9yLWEtY292aWQtMTktbWVtb3JpYWwv0gFRaHR0cHM6Ly9ueXBvc3QuY29tLzIwMjEvMDMvMDYvbnljLXN0aWxsLWhhcy1uby1pZGVhcy1mb3ItYS1jb3ZpZC0xOS1tZW1vcmlhbC9hbXAv?oc=5
6-Mar-21,Courier Journal,'There's a huge hole in our hearts': Service marks 1 year since COVID-19 came to Kentucky - Courier Journal,https://news.google.com/__i/rss/rd/articles/CBMinwFodHRwczovL3d3dy5jb3VyaWVyLWpvdXJuYWwuY29tL3N0b3J5L25ld3MvcG9saXRpY3MvZWxlY3Rpb25zL2tlbnR1Y2t5LzIwMjEvMDMvMDYva2VudHVja3ktY292aWQtMTktYW5uaXZlcnNhcnktc2VydmljZS1mcmFua2ZvcnQtbWFya3MtMS15ZWFyLW1hcmsvNDU4NDg2NDAwMS_SAS5odHRwczovL2FtcC5jb3VyaWVyLWpvdXJuYWwuY29tL2FtcC80NTg0ODY0MDAx?oc=5
6-Mar-21,WWLP.com,COVID-19 alters Irish Night celebrations - WWLP.com,https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3Lnd3bHAuY29tL25ld3MvbG9jYWwtbmV3cy9oYW1wZGVuLWNvdW50eS9jb3ZpZC0xOS1hbHRlcnMtaXJpc2gtbmlnaHQtY2VsZWJyYXRpb25zL9IBYWh0dHBzOi8vd3d3Lnd3bHAuY29tL25ld3MvbG9jYWwtbmV3cy9oYW1wZGVuLWNvdW50eS9jb3ZpZC0xOS1hbHRlcnMtaXJpc2gtbmlnaHQtY2VsZWJyYXRpb25zL2FtcC8?oc=5
6-Mar-21,Reuters,Democrats push Biden's $1.9 trillion COVID-19 bill through Senate on party-line vote - Reuters,https://news.google.com/__i/rss/rd/articles/CBMiowFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWhlYWx0aC1jb3JvbmF2aXJ1cy11c2EtY29uZ3Jlc3MvZGVtb2NyYXRzLXB1c2gtYmlkZW5zLTEtOS10cmlsbGlvbi1jb3ZpZC0xOS1iaWxsLXRocm91Z2gtc2VuYXRlLW9uLXBhcnR5LWxpbmUtdm90ZS1pZFVTS0JOMkFZMDdN0gE0aHR0cHM6Ly9tb2JpbGUucmV1dGVycy5jb20vYXJ0aWNsZS9hbXAvaWRVU0tCTjJBWTA3TQ?oc=5
6-Mar-21,The Wall Street Journal,Study of Aggressive Covid-19 Strain in Brazil Suggests Limits of China Vaccine - The Wall Street Journal,https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvc3R1ZHktb2YtYWdncmVzc2l2ZS1jb3ZpZC0xOS1zdHJhaW4taW4tYnJhemlsLXN1Z2dlc3RzLWxpbWl0cy1vZi1jaGluYS12YWNjaW5lLTExNjE1MDYzMjk10gF7aHR0cHM6Ly93d3cud3NqLmNvbS9hbXAvYXJ0aWNsZXMvc3R1ZHktb2YtYWdncmVzc2l2ZS1jb3ZpZC0xOS1zdHJhaW4taW4tYnJhemlsLXN1Z2dlc3RzLWxpbWl0cy1vZi1jaGluYS12YWNjaW5lLTExNjE1MDYzMjk1?oc=5
5-Mar-21,Sun Sentinel,"COVID-19 in Florida: 9,594 new cases and 227 additional deaths - Sun Sentinel",https://news.google.com/__i/rss/rd/articles/CBMiggFodHRwczovL3d3dy5zdW4tc2VudGluZWwuY29tL2Nvcm9uYXZpcnVzL2ZsLW5lLWZsb3JpZGEtY29yb25hdmlydXMtc2F0dXJkYXktbWFyY2gtNi0yMDIxMDMwNi0zdmlscmV4cDRqaDVibHFrYnVnb3p5bjZxNC1zdG9yeS5odG1s0gEA?oc=5
5-Mar-21,LA Daily News,Map shows if you live in ZIP code where COVID-19 vaccines will be focused in California - LA Daily News,https://news.google.com/__i/rss/rd/articles/CBMigAFodHRwczovL3d3dy5kYWlseW5ld3MuY29tLzIwMjEvMDMvMDUvbWFwLWxheXMtb3V0LXN0YXRlcy1tb3N0LWNvdmlkLTE5LXZ1bG5lcmFibGUtY29tbXVuaXRpZXMtd2hlcmUtdmFjY2luZXMtd2lsbC1ub3ctYmUtZm9jdXNlZNIBhQFodHRwczovL3d3dy5kYWlseW5ld3MuY29tLzIwMjEvMDMvMDUvbWFwLWxheXMtb3V0LXN0YXRlcy1tb3N0LWNvdmlkLTE5LXZ1bG5lcmFibGUtY29tbXVuaXRpZXMtd2hlcmUtdmFjY2luZXMtd2lsbC1ub3ctYmUtZm9jdXNlZC9hbXAv?oc=5
4-Mar-21,NBC News,How effective is the Johnson & Johnson vaccine? Here's what to know - NBC News,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL2hlYWx0aC9oZWFsdGgtbmV3cy9ob3ctZWZmZWN0aXZlLWpvaG5zb24tam9obnNvbi12YWNjaW5lLXdoYXQta25vdy1uMTI1OTY1MtIBLGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL25jbmExMjU5NjUy?oc=5
6-Mar-21,fox8.com,"1.9 million Ohioans have received at least one COVID-19 vaccine dose, health department reports - fox8.com",https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vZm94OC5jb20vbmV3cy9uZWFybHktMi1taWxsaW9uLW9oaW9hbnMtaGF2ZS1yZWNlaXZlZC1hdC1sZWFzdC1vbmUtY292aWQtMTktdmFjY2luZS1kb3NlLWhlYWx0aC1kZXBhcnRtZW50LXJlcG9ydHMv0gF-aHR0cHM6Ly9mb3g4LmNvbS9uZXdzL25lYXJseS0yLW1pbGxpb24tb2hpb2Fucy1oYXZlLXJlY2VpdmVkLWF0LWxlYXN0LW9uZS1jb3ZpZC0xOS12YWNjaW5lLWRvc2UtaGVhbHRoLWRlcGFydG1lbnQtcmVwb3J0cy9hbXAv?oc=5
6-Mar-21,The New York Times,Some Elderly African Americans Are Hesitant About the Covid Vaccine - The New York Times,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjEvMDMvMDYvaGVhbHRoL2FmcmljYW4tYW1lcmljYW5zLXZhY2NpbmUtaGVzaXN0YW5jeS5odG1s0gFXaHR0cHM6Ly93d3cubnl0aW1lcy5jb20vMjAyMS8wMy8wNi9oZWFsdGgvYWZyaWNhbi1hbWVyaWNhbnMtdmFjY2luZS1oZXNpc3RhbmN5LmFtcC5odG1s?oc=5
6-Mar-21,Deseret News,2021 Utah Legislature exerts control over COVID-19 restrictions - Deseret News,https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy5kZXNlcmV0LmNvbS91dGFoLzIwMjEvMy82LzIyMzEyMjQwLzIwMjEtbGVnaXNsYXR1cmUtZ3JhcHBsZWQtd2l0aC13aWRlLWFycmF5LW9mLWlzc3Vlcy1jb3ZpZC0xOS1wb2xpY2UtcmVmb3JtLWJ1ZGdldC1zdXJwbHVz0gGVAWh0dHBzOi8vd3d3LmRlc2VyZXQuY29tL3BsYXRmb3JtL2FtcC91dGFoLzIwMjEvMy82LzIyMzEyMjQwLzIwMjEtbGVnaXNsYXR1cmUtZ3JhcHBsZWQtd2l0aC13aWRlLWFycmF5LW9mLWlzc3Vlcy1jb3ZpZC0xOS1wb2xpY2UtcmVmb3JtLWJ1ZGdldC1zdXJwbHVz?oc=5
6-Mar-21,TribLIVE,"Allegheny County reports 276 new covid cases, 3 deaths - TribLIVE",https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vdHJpYmxpdmUuY29tL2xvY2FsL2FsbGVnaGVueS1jb3VudHktcmVwb3J0cy0yNzYtbmV3LWNvdmlkLWNhc2VzLTMtZGVhdGhzL9IBAA?oc=5
6-Mar-21,STAT,FDA authorizes new test to detect past Covid-19 infections - STAT,https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LnN0YXRuZXdzLmNvbS8yMDIxLzAzLzA1L2FkYXBhdGl2ZS1iaW90ZWNobm9sb2dpZXMtY292aWQxOS10ZXN0LW1pY3Jvc29mdC_SAQA?oc=5
4-Mar-21,Nature.com,US health agency will invest $1 billion to investigate 'long COVID' - Nature.com,https://news.google.com/__i/rss/rd/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAyMS0wMDU4Ni150gEA?oc=5
6-Mar-21,NPR,Biden Praises Senate Passage Of 'Desperately Needed' COVID-19 Relief Bill - NPR,https://news.google.com/__i/rss/rd/articles/CBMikgFodHRwczovL3d3dy5ucHIub3JnL3NlY3Rpb25zL2Nvcm9uYXZpcnVzLWxpdmUtdXBkYXRlcy8yMDIxLzAzLzA2Lzk3NDQwOTQwMi9iaWRlbi1wcmFpc2VzLXNlbmF0ZS1wYXNzYWdlLW9mLWRlc3BlcmF0ZWx5LW5lZWRlZC1jb3ZpZC0xOS1yZWxpZWYtYmlsbNIBAA?oc=5
